customer_id,customer_name,segment,industry,state,signup_date,status,account_manager
C00367,Customer-00367,SMB,Energy,MA,2020-07-03,active,AM-067
C00368,Customer-00368,Startup,Education,CO,2021-08-04,active,AM-068
C00369,Customer-00369,Enterprise,Manufacturing,NC,2022-09-05,active,AM-069
C00370,Customer-00370,Mid-Market,Healthcare,GA,2023-10-06,active,AM-070
C00371,Customer-00371,SMB,Finance,AZ,2024-11-07,active,AM-071
C00372,Customer-00372,Startup,Retail,VA,2025-12-08,active,AM-072
C00373,Customer-00373,Enterprise,Technology,CA,2020-01-09,active,AM-073
C00374,Customer-00374,Mid-Market,Logistics,TX,2021-02-10,active,AM-074
C00375,Customer-00375,SMB,Energy,NY,2022-03-11,active,AM-075
C00376,Customer-00376,Startup,Education,FL,2023-04-12,active,AM-001
C00377,Customer-00377,Enterprise,Manufacturing,IL,2024-05-13,active,AM-002
C00378,Customer-00378,Mid-Market,Healthcare,WA,2025-06-14,active,AM-003
C00379,Customer-00379,SMB,Finance,MA,2020-07-15,active,AM-004
C00380,Customer-00380,Startup,Retail,CO,2021-08-16,churned,AM-005
C00381,Customer-00381,Enterprise,Technology,NC,2022-09-17,active,AM-006
C00382,Customer-00382,Mid-Market,Logistics,GA,2023-10-18,active,AM-007
C00383,Customer-00383,SMB,Energy,AZ,2024-11-19,active,AM-008
C00384,Customer-00384,Startup,Education,VA,2025-12-20,active,AM-009
C00385,Customer-00385,Enterprise,Manufacturing,CA,2020-01-21,active,AM-010
C00386,Customer-00386,Mid-Market,Healthcare,TX,2021-02-22,active,AM-011
C00387,Customer-00387,SMB,Finance,NY,2022-03-23,active,AM-012
C00388,Customer-00388,Startup,Retail,FL,2023-04-24,active,AM-013
C00389,Customer-00389,Enterprise,Technology,IL,2024-05-25,active,AM-014
C00390,Customer-00390,Mid-Market,Logistics,WA,2025-06-26,active,AM-015
C00391,Customer-00391,SMB,Energy,MA,2020-07-27,active,AM-016
C00392,Customer-00392,Startup,Education,CO,2021-08-28,active,AM-017
C00393,Customer-00393,Enterprise,Manufacturing,NC,2022-09-01,active,AM-018
C00394,Customer-00394,Mid-Market,Healthcare,GA,2023-10-02,active,AM-019
C00395,Customer-00395,SMB,Finance,AZ,2024-11-03,active,AM-020
C00396,Customer-00396,Startup,Retail,VA,2025-12-04,active,AM-021
C00397,Customer-00397,Enterprise,Technology,CA,2020-01-05,active,AM-022
C00398,Customer-00398,Mid-Market,Logistics,TX,2021-02-06,active,AM-023
C00399,Customer-00399,SMB,Energy,NY,2022-03-07,churned,AM-024
C00400,Customer-00400,Startup,Education,FL,2023-04-08,active,AM-025
C00401,Customer-00401,Enterprise,Manufacturing,IL,2024-05-09,active,AM-026
C00402,Customer-00402,Mid-Market,Healthcare,WA,2025-06-10,active,AM-027
C00403,Customer-00403,SMB,Finance,MA,2020-07-11,active,AM-028
C00404,Customer-00404,Startup,Retail,CO,2021-08-12,active,AM-029
C00405,Customer-00405,Enterprise,Technology,NC,2022-09-13,active,AM-030
C00406,Customer-00406,Mid-Market,Logistics,GA,2023-10-14,active,AM-031
C00407,Customer-00407,SMB,Energy,AZ,2024-11-15,active,AM-032
C00408,Customer-00408,Startup,Education,VA,2025-12-16,active,AM-033
C00409,Customer-00409,Enterprise,Manufacturing,CA,2020-01-17,active,AM-034
C00410,Customer-00410,Mid-Market,Healthcare,TX,2021-02-18,active,AM-035
C00411,Customer-00411,SMB,Finance,NY,2022-03-19,active,AM-036
C00412,Customer-00412,Startup,Retail,FL,2023-04-20,active,AM-037
C00413,Customer-00413,Enterprise,Technology,IL,2024-05-21,active,AM-038
C00414,Customer-00414,Mid-Market,Logistics,WA,2025-06-22,active,AM-039
C00415,Customer-00415,SMB,Energy,MA,2020-07-23,active,AM-040
C00416,Customer-00416,Startup,Education,CO,2021-08-24,active,AM-041
C00417,Customer-00417,Enterprise,Manufacturing,NC,2022-09-25,active,AM-042
C00418,Customer-00418,Mid-Market,Healthcare,GA,2023-10-26,churned,AM-043
C00419,Customer-00419,SMB,Finance,AZ,2024-11-27,active,AM-044
C00420,Customer-00420,Startup,Retail,VA,2025-12-28,active,AM-045
C00421,Customer-00421,Enterprise,Technology,CA,2020-01-01,active,AM-046
C00422,Customer-00422,Mid-Market,Logistics,TX,2021-02-02,active,AM-047
C00423,Customer-00423,SMB,Energy,NY,2022-03-03,active,AM-048
C00424,Customer-00424,Startup,Education,FL,2023-04-04,active,AM-049
C00425,Customer-00425,Enterprise,Manufacturing,IL,2024-05-05,active,AM-050
C00426,Customer-00426,Mid-Market,Healthcare,WA,2025-06-06,active,AM-051
C00427,Customer-00427,SMB,Finance,MA,2020-07-07,active,AM-052
C00428,Customer-00428,Startup,Retail,CO,2021-08-08,active,AM-053
C00429,Customer-00429,Enterprise,Technology,NC,2022-09-09,active,AM-054
C00430,Customer-00430,Mid-Market,Logistics,GA,2023-10-10,active,AM-055
C00431,Customer-00431,SMB,Energy,AZ,2024-11-11,active,AM-056
C00432,Customer-00432,Startup,Education,VA,2025-12-12,active,AM-057
C00433,Customer-00433,Enterprise,Manufacturing,CA,2020-01-13,active,AM-058
C00434,Customer-00434,Mid-Market,Healthcare,TX,2021-02-14,active,AM-059
C00435,Customer-00435,SMB,Finance,NY,2022-03-15,active,AM-060
C00436,Customer-00436,Startup,Retail,FL,2023-04-16,active,AM-061
C00437,Customer-00437,Enterprise,Technology,IL,2024-05-17,churned,AM-062
C00438,Customer-00438,Mid-Market,Logistics,WA,2025-06-18,active,AM-063
C00439,Customer-00439,SMB,Energy,MA,2020-07-19,active,AM-064
C00440,Customer-00440,Startup,Education,CO,2021-08-20,active,AM-065
C00441,Customer-00441,Enterprise,Manufacturing,NC,2022-09-21,active,AM-066
C00442,Customer-00442,Mid-Market,Healthcare,GA,2023-10-22,active,AM-067
C00443,Customer-00443,SMB,Finance,AZ,2024-11-23,active,AM-068
C00444,Customer-00444,Startup,Retail,VA,2025-12-24,active,AM-069
C00445,Customer-00445,Enterprise,Technology,CA,2020-01-25,active,AM-070
C00446,Customer-00446,Mid-Market,Logistics,TX,2021-02-26,active,AM-071
C00447,Customer-00447,SMB,Energy,NY,2022-03-27,active,AM-072
C00448,Customer-00448,Startup,Education,FL,2023-04-28,active,AM-073
C00449,Customer-00449,Enterprise,Manufacturing,IL,2024-05-01,active,AM-074
C00450,Customer-00450,Mid-Market,Healthcare,WA,2025-06-02,active,AM-075
C00451,Customer-00451,SMB,Finance,MA,2020-07-03,active,AM-001
C00452,Customer-00452,Startup,Retail,CO,2021-08-04,active,AM-002
C00453,Customer-00453,Enterprise,Technology,NC,2022-09-05,active,AM-003
C00454,Customer-00454,Mid-Market,Logistics,GA,2023-10-06,active,AM-004
C00455,Customer-00455,SMB,Energy,AZ,2024-11-07,active,AM-005
C00456,Customer-00456,Startup,Education,VA,2025-12-08,churned,AM-006
C00457,Customer-00457,Enterprise,Manufacturing,CA,2020-01-09,active,AM-007
C00458,Customer-00458,Mid-Market,Healthcare,TX,2021-02-10,active,AM-008
C00459,Customer-00459,SMB,Finance,NY,2022-03-11,active,AM-009
C00460,Customer-00460,Startup,Retail,FL,2023-04-12,active,AM-010
C00461,Customer-00461,Enterprise,Technology,IL,2024-05-13,active,AM-011
C00462,Customer-00462,Mid-Market,Logistics,WA,2025-06-14,active,AM-012
C00463,Customer-00463,SMB,Energy,MA,2020-07-15,active,AM-013
C00464,Customer-00464,Startup,Education,CO,2021-08-16,active,AM-014
C00465,Customer-00465,Enterprise,Manufacturing,NC,2022-09-17,active,AM-015
C00466,Customer-00466,Mid-Market,Healthcare,GA,2023-10-18,active,AM-016
C00467,Customer-00467,SMB,Finance,AZ,2024-11-19,active,AM-017
C00468,Customer-00468,Startup,Retail,VA,2025-12-20,active,AM-018
C00469,Customer-00469,Enterprise,Technology,CA,2020-01-21,active,AM-019
C00470,Customer-00470,Mid-Market,Logistics,TX,2021-02-22,active,AM-020
C00471,Customer-00471,SMB,Energy,NY,2022-03-23,active,AM-021
C00472,Customer-00472,Startup,Education,FL,2023-04-24,active,AM-022
C00473,Customer-00473,Enterprise,Manufacturing,IL,2024-05-25,active,AM-023
C00474,Customer-00474,Mid-Market,Healthcare,WA,2025-06-26,active,AM-024
C00475,Customer-00475,SMB,Finance,MA,2020-07-27,churned,AM-025
C00476,Customer-00476,Startup,Retail,CO,2021-08-28,active,AM-026
C00477,Customer-00477,Enterprise,Technology,NC,2022-09-01,active,AM-027
C00478,Customer-00478,Mid-Market,Logistics,GA,2023-10-02,active,AM-028
C00479,Customer-00479,SMB,Energy,AZ,2024-11-03,active,AM-029
C00480,Customer-00480,Startup,Education,VA,2025-12-04,active,AM-030
C00481,Customer-00481,Enterprise,Manufacturing,CA,2020-01-05,active,AM-031
C00482,Customer-00482,Mid-Market,Healthcare,TX,2021-02-06,active,AM-032
C00483,Customer-00483,SMB,Finance,NY,2022-03-07,active,AM-033
C00484,Customer-00484,Startup,Retail,FL,2023-04-08,active,AM-034
C00485,Customer-00485,Enterprise,Technology,IL,2024-05-09,active,AM-035
C00486,Customer-00486,Mid-Market,Logistics,WA,2025-06-10,active,AM-036
C00487,Customer-00487,SMB,Energy,MA,2020-07-11,active,AM-037
C00488,Customer-00488,Startup,Education,CO,2021-08-12,active,AM-038
C00489,Customer-00489,Enterprise,Manufacturing,NC,2022-09-13,active,AM-039
C00490,Customer-00490,Mid-Market,Healthcare,GA,2023-10-14,active,AM-040
C00491,Customer-00491,SMB,Finance,AZ,2024-11-15,active,AM-041
C00492,Customer-00492,Startup,Retail,VA,2025-12-16,active,AM-042
C00493,Customer-00493,Enterprise,Technology,CA,2020-01-17,active,AM-043
C00494,Customer-00494,Mid-Market,Logistics,TX,2021-02-18,churned,AM-044
C00495,Customer-00495,SMB,Energy,NY,2022-03-19,active,AM-045
C00496,Customer-00496,Startup,Education,FL,2023-04-20,active,AM-046
C00497,Customer-00497,Enterprise,Manufacturing,IL,2024-05-21,active,AM-047
C00498,Customer-00498,Mid-Market,Healthcare,WA,2025-06-22,active,AM-048
C00499,Customer-00499,SMB,Finance,MA,2020-07-23,active,AM-049
C00500,Customer-00500,Startup,Retail,CO,2021-08-24,active,AM-050
C00501,Customer-00501,Enterprise,Technology,NC,2022-09-25,active,AM-051
C00502,Customer-00502,Mid-Market,Logistics,GA,2023-10-26,active,AM-052
C00503,Customer-00503,SMB,Energy,AZ,2024-11-27,active,AM-053
C00504,Customer-00504,Startup,Education,VA,2025-12-28,active,AM-054
C00505,Customer-00505,Enterprise,Manufacturing,CA,2020-01-01,active,AM-055
C00506,Customer-00506,Mid-Market,Healthcare,TX,2021-02-02,active,AM-056
C00507,Customer-00507,SMB,Finance,NY,2022-03-03,active,AM-057
C00508,Customer-00508,Startup,Retail,FL,2023-04-04,active,AM-058
C00509,Customer-00509,Enterprise,Technology,IL,2024-05-05,active,AM-059
C00510,Customer-00510,Mid-Market,Logistics,WA,2025-06-06,active,AM-060
C00511,Customer-00511,SMB,Energy,MA,2020-07-07,active,AM-061
C00512,Customer-00512,Startup,Education,CO,2021-08-08,active,AM-062
C00513,Customer-00513,Enterprise,Manufacturing,NC,2022-09-09,churned,AM-063
C00514,Customer-00514,Mid-Market,Healthcare,GA,2023-10-10,active,AM-064
C00515,Customer-00515,SMB,Finance,AZ,2024-11-11,active,AM-065
C00516,Customer-00516,Startup,Retail,VA,2025-12-12,active,AM-066
C00517,Customer-00517,Enterprise,Technology,CA,2020-01-13,active,AM-067
C00518,Customer-00518,Mid-Market,Logistics,TX,2021-02-14,active,AM-068
C00519,Customer-00519,SMB,Energy,NY,2022-03-15,active,AM-069
C00520,Customer-00520,Startup,Education,FL,2023-04-16,active,AM-070
C00521,Customer-00521,Enterprise,Manufacturing,IL,2024-05-17,active,AM-071
C00522,Customer-00522,Mid-Market,Healthcare,WA,2025-06-18,active,AM-072
C00523,Customer-00523,SMB,Finance,MA,2020-07-19,active,AM-073
C00524,Customer-00524,Startup,Retail,CO,2021-08-20,active,AM-074
C00525,Customer-00525,Enterprise,Technology,NC,2022-09-21,active,AM-075
C00526,Customer-00526,Mid-Market,Logistics,GA,2023-10-22,active,AM-001
C00527,Customer-00527,SMB,Energy,AZ,2024-11-23,active,AM-002
C00528,Customer-00528,Startup,Education,VA,2025-12-24,active,AM-003
C00529,Customer-00529,Enterprise,Manufacturing,CA,2020-01-25,active,AM-004
C00530,Customer-00530,Mid-Market,Healthcare,TX,2021-02-26,active,AM-005
C00531,Customer-00531,SMB,Finance,NY,2022-03-27,active,AM-006
C00532,Customer-00532,Startup,Retail,FL,2023-04-28,churned,AM-007
C00533,Customer-00533,Enterprise,Technology,IL,2024-05-01,active,AM-008
C00534,Customer-00534,Mid-Market,Logistics,WA,2025-06-02,active,AM-009
C00535,Customer-00535,SMB,Energy,MA,2020-07-03,active,AM-010
C00536,Customer-00536,Startup,Education,CO,2021-08-04,active,AM-011
C00537,Customer-00537,Enterprise,Manufacturing,NC,2022-09-05,active,AM-012
C00538,Customer-00538,Mid-Market,Healthcare,GA,2023-10-06,active,AM-013
C00539,Customer-00539,SMB,Finance,AZ,2024-11-07,active,AM-014
C00540,Customer-00540,Startup,Retail,VA,2025-12-08,active,AM-015
C00541,Customer-00541,Enterprise,Technology,CA,2020-01-09,active,AM-016
C00542,Customer-00542,Mid-Market,Logistics,TX,2021-02-10,active,AM-017
C00543,Customer-00543,SMB,Energy,NY,2022-03-11,active,AM-018
C00544,Customer-00544,Startup,Education,FL,2023-04-12,active,AM-019
C00545,Customer-00545,Enterprise,Manufacturing,IL,2024-05-13,active,AM-020
C00546,Customer-00546,Mid-Market,Healthcare,WA,2025-06-14,active,AM-021
C00547,Customer-00547,SMB,Finance,MA,2020-07-15,active,AM-022
C00548,Customer-00548,Startup,Retail,CO,2021-08-16,active,AM-023
C00549,Customer-00549,Enterprise,Technology,NC,2022-09-17,active,AM-024
C00550,Customer-00550,Mid-Market,Logistics,GA,2023-10-18,active,AM-025
C00551,Customer-00551,SMB,Energy,AZ,2024-11-19,churned,AM-026
C00552,Customer-00552,Startup,Education,VA,2025-12-20,active,AM-027
C00553,Customer-00553,Enterprise,Manufacturing,CA,2020-01-21,active,AM-028
C00554,Customer-00554,Mid-Market,Healthcare,TX,2021-02-22,active,AM-029
C00555,Customer-00555,SMB,Finance,NY,2022-03-23,active,AM-030
C00556,Customer-00556,Startup,Retail,FL,2023-04-24,active,AM-031
C00557,Customer-00557,Enterprise,Technology,IL,2024-05-25,active,AM-032
C00558,Customer-00558,Mid-Market,Logistics,WA,2025-06-26,active,AM-033
C00559,Customer-00559,SMB,Energy,MA,2020-07-27,active,AM-034
C00560,Customer-00560,Startup,Education,CO,2021-08-28,active,AM-035
C00561,Customer-00561,Enterprise,Manufacturing,NC,2022-09-01,active,AM-036
C00562,Customer-00562,Mid-Market,Healthcare,GA,2023-10-02,active,AM-037
C00563,Customer-00563,SMB,Finance,AZ,2024-11-03,active,AM-038
C00564,Customer-00564,Startup,Retail,VA,2025-12-04,active,AM-039
C00565,Customer-00565,Enterprise,Technology,CA,2020-01-05,active,AM-040
C00566,Customer-00566,Mid-Market,Logistics,TX,2021-02-06,active,AM-041
C00567,Customer-00567,SMB,Energy,NY,2022-03-07,active,AM-042
C00568,Customer-00568,Startup,Education,FL,2023-04-08,active,AM-043
C00569,Customer-00569,Enterprise,Manufacturing,IL,2024-05-09,active,AM-044
C00570,Customer-00570,Mid-Market,Healthcare,WA,2025-06-10,churned,AM-045
C00571,Customer-00571,SMB,Finance,MA,2020-07-11,active,AM-046
C00572,Customer-00572,Startup,Retail,CO,2021-08-12,active,AM-047
C00573,Customer-00573,Enterprise,Technology,NC,2022-09-13,active,AM-048
C00574,Customer-00574,Mid-Market,Logistics,GA,2023-10-14,active,AM-049
C00575,Customer-00575,SMB,Energy,AZ,2024-11-15,active,AM-050
C00576,Customer-00576,Startup,Education,VA,2025-12-16,active,AM-051
C00577,Customer-00577,Enterprise,Manufacturing,CA,2020-01-17,active,AM-052
C00578,Customer-00578,Mid-Market,Healthcare,TX,2021-02-18,active,AM-053
C00579,Customer-00579,SMB,Finance,NY,2022-03-19,active,AM-054
C00580,Customer-00580,Startup,Retail,FL,2023-04-20,active,AM-055
C00581,Customer-00581,Enterprise,Technology,IL,2024-05-21,active,AM-056
C00582,Customer-00582,Mid-Market,Logistics,WA,2025-06-22,active,AM-057
C00583,Customer-00583,SMB,Energy,MA,2020-07-23,active,AM-058
C00584,Customer-00584,Startup,Education,CO,2021-08-24,active,AM-059
C00585,Customer-00585,Enterprise,Manufacturing,NC,2022-09-25,active,AM-060
C00586,Customer-00586,Mid-Market,Healthcare,GA,2023-10-26,active,AM-061
C00587,Customer-00587,SMB,Finance,AZ,2024-11-27,active,AM-062
C00588,Customer-00588,Startup,Retail,VA,2025-12-28,active,AM-063
C00589,Customer-00589,Enterprise,Technology,CA,2020-01-01,churned,AM-064
C00590,Customer-00590,Mid-Market,Logistics,TX,2021-02-02,active,AM-065
C00591,Customer-00591,SMB,Energy,NY,2022-03-03,active,AM-066
C00592,Customer-00592,Startup,Education,FL,2023-04-04,active,AM-067
C00593,Customer-00593,Enterprise,Manufacturing,IL,2024-05-05,active,AM-068
C00594,Customer-00594,Mid-Market,Healthcare,WA,2025-06-06,active,AM-069
C00595,Customer-00595,SMB,Finance,MA,2020-07-07,active,AM-070
C00596,Customer-00596,Startup,Retail,CO,2021-08-08,active,AM-071
C00597,Customer-00597,Enterprise,Technology,NC,2022-09-09,active,AM-072
C00598,Customer-00598,Mid-Market,Logistics,GA,2023-10-10,active,AM-073
C00599,Customer-00599,SMB,Energy,AZ,2024-11-11,active,AM-074
C00600,Customer-00600,Startup,Education,VA,2025-12-12,active,AM-075
C00601,Customer-00601,Enterprise,Manufacturing,CA,2020-01-13,active,AM-001
C00602,Customer-00602,Mid-Market,Healthcare,TX,2021-02-14,active,AM-002
C00603,Customer-00603,SMB,Finance,NY,2022-03-15,active,AM-003
C00604,Customer-00604,Startup,Retail,FL,2023-04-16,active,AM-004
C00605,Customer-00605,Enterprise,Technology,IL,2024-05-17,active,AM-005
C00606,Customer-00606,Mid-Market,Logistics,WA,2025-06-18,active,AM-006
C00607,Customer-00607,SMB,Energy,MA,2020-07-19,active,AM-007
C00608,Customer-00608,Startup,Education,CO,2021-08-20,churned,AM-008
C00609,Customer-00609,Enterprise,Manufacturing,NC,2022-09-21,active,AM-009
C00610,Customer-00610,Mid-Market,Healthcare,GA,2023-10-22,active,AM-010
C00611,Customer-00611,SMB,Finance,AZ,2024-11-23,active,AM-011
C00612,Customer-00612,Startup,Retail,VA,2025-12-24,active,AM-012
C00613,Customer-00613,Enterprise,Technology,CA,2020-01-25,active,AM-013
C00614,Customer-00614,Mid-Market,Logistics,TX,2021-02-26,active,AM-014
C00615,Customer-00615,SMB,Energy,NY,2022-03-27,active,AM-015
C00616,Customer-00616,Startup,Education,FL,2023-04-28,active,AM-016
C00617,Customer-00617,Enterprise,Manufacturing,IL,2024-05-01,active,AM-017
C00618,Customer-00618,Mid-Market,Healthcare,WA,2025-06-02,active,AM-018
C00619,Customer-00619,SMB,Finance,MA,2020-07-03,active,AM-019
C00620,Customer-00620,Startup,Retail,CO,2021-08-04,active,AM-020
C00621,Customer-00621,Enterprise,Technology,NC,2022-09-05,active,AM-021
C00622,Customer-00622,Mid-Market,Logistics,GA,2023-10-06,active,AM-022
C00623,Customer-00623,SMB,Energy,AZ,2024-11-07,active,AM-023
C00624,Customer-00624,Startup,Education,VA,2025-12-08,active,AM-024
C00625,Customer-00625,Enterprise,Manufacturing,CA,2020-01-09,active,AM-025
C00626,Customer-00626,Mid-Market,Healthcare,TX,2021-02-10,active,AM-026
C00627,Customer-00627,SMB,Finance,NY,2022-03-11,churned,AM-027
C00628,Customer-00628,Startup,Retail,FL,2023-04-12,active,AM-028
C00629,Customer-00629,Enterprise,Technology,IL,2024-05-13,active,AM-029
C00630,Customer-00630,Mid-Market,Logistics,WA,2025-06-14,active,AM-030
C00631,Customer-00631,SMB,Energy,MA,2020-07-15,active,AM-031
C00632,Customer-00632,Startup,Education,CO,2021-08-16,active,AM-032
C00633,Customer-00633,Enterprise,Manufacturing,NC,2022-09-17,active,AM-033
C00634,Customer-00634,Mid-Market,Healthcare,GA,2023-10-18,active,AM-034
C00635,Customer-00635,SMB,Finance,AZ,2024-11-19,active,AM-035
C00636,Customer-00636,Startup,Retail,VA,2025-12-20,active,AM-036
C00637,Customer-00637,Enterprise,Technology,CA,2020-01-21,active,AM-037
C00638,Customer-00638,Mid-Market,Logistics,TX,2021-02-22,active,AM-038
C00639,Customer-00639,SMB,Energy,NY,2022-03-23,active,AM-039
C00640,Customer-00640,Startup,Education,FL,2023-04-24,active,AM-040
C00641,Customer-00641,Enterprise,Manufacturing,IL,2024-05-25,active,AM-041
C00642,Customer-00642,Mid-Market,Healthcare,WA,2025-06-26,active,AM-042
C00643,Customer-00643,SMB,Finance,MA,2020-07-27,active,AM-043
C00644,Customer-00644,Startup,Retail,CO,2021-08-28,active,AM-044
C00645,Customer-00645,Enterprise,Technology,NC,2022-09-01,active,AM-045
C00646,Customer-00646,Mid-Market,Logistics,GA,2023-10-02,churned,AM-046
C00647,Customer-00647,SMB,Energy,AZ,2024-11-03,active,AM-047
C00648,Customer-00648,Startup,Education,VA,2025-12-04,active,AM-048
C00649,Customer-00649,Enterprise,Manufacturing,CA,2020-01-05,active,AM-049
C00650,Customer-00650,Mid-Market,Healthcare,TX,2021-02-06,active,AM-050
C00651,Customer-00651,SMB,Finance,NY,2022-03-07,active,AM-051
C00652,Customer-00652,Startup,Retail,FL,2023-04-08,active,AM-052
C00653,Customer-00653,Enterprise,Technology,IL,2024-05-09,active,AM-053
C00654,Customer-00654,Mid-Market,Logistics,WA,2025-06-10,active,AM-054
C00655,Customer-00655,SMB,Energy,MA,2020-07-11,active,AM-055
C00656,Customer-00656,Startup,Education,CO,2021-08-12,active,AM-056
C00657,Customer-00657,Enterprise,Manufacturing,NC,2022-09-13,active,AM-057
C00658,Customer-00658,Mid-Market,Healthcare,GA,2023-10-14,active,AM-058
C00659,Customer-00659,SMB,Finance,AZ,2024-11-15,active,AM-059
C00660,Customer-00660,Startup,Retail,VA,2025-12-16,active,AM-060
C00661,Customer-00661,Enterprise,Technology,CA,2020-01-17,active,AM-061
C00662,Customer-00662,Mid-Market,Logistics,TX,2021-02-18,active,AM-062
C00663,Customer-00663,SMB,Energy,NY,2022-03-19,active,AM-063
C00664,Customer-00664,Startup,Education,FL,2023-04-20,active,AM-064
C00665,Customer-00665,Enterprise,Manufacturing,IL,2024-05-21,churned,AM-065
C00666,Customer-00666,Mid-Market,Healthcare,WA,2025-06-22,active,AM-066
C00667,Customer-00667,SMB,Finance,MA,2020-07-23,active,AM-067
C00668,Customer-00668,Startup,Retail,CO,2021-08-24,active,AM-068
C00669,Customer-00669,Enterprise,Technology,NC,2022-09-25,active,AM-069
C00670,Customer-00670,Mid-Market,Logistics,GA,2023-10-26,active,AM-070
C00671,Customer-00671,SMB,Energy,AZ,2024-11-27,active,AM-071
C00672,Customer-00672,Startup,Education,VA,2025-12-28,active,AM-072
C00673,Customer-00673,Enterprise,Manufacturing,CA,2020-01-01,active,AM-073
C00674,Customer-00674,Mid-Market,Healthcare,TX,2021-02-02,active,AM-074
C00675,Customer-00675,SMB,Finance,NY,2022-03-03,active,AM-075
C00676,Customer-00676,Startup,Retail,FL,2023-04-04,active,AM-001
C00677,Customer-00677,Enterprise,Technology,IL,2024-05-05,active,AM-002
C00678,Customer-00678,Mid-Market,Logistics,WA,2025-06-06,active,AM-003
C00679,Customer-00679,SMB,Energy,MA,2020-07-07,active,AM-004
C00680,Customer-00680,Startup,Education,CO,2021-08-08,active,AM-005
C00681,Customer-00681,Enterprise,Manufacturing,NC,2022-09-09,active,AM-006
C00682,Customer-00682,Mid-Market,Healthcare,GA,2023-10-10,active,AM-007
C00683,Customer-00683,SMB,Finance,AZ,2024-11-11,active,AM-008
C00684,Customer-00684,Startup,Retail,VA,2025-12-12,churned,AM-009
C00685,Customer-00685,Enterprise,Technology,CA,2020-01-13,active,AM-010
C00686,Customer-00686,Mid-Market,Logistics,TX,2021-02-14,active,AM-011
C00687,Customer-00687,SMB,Energy,NY,2022-03-15,active,AM-012
C00688,Customer-00688,Startup,Education,FL,2023-04-16,active,AM-013
C00689,Customer-00689,Enterprise,Manufacturing,IL,2024-05-17,active,AM-014
C00690,Customer-00690,Mid-Market,Healthcare,WA,2025-06-18,active,AM-015
C00691,Customer-00691,SMB,Finance,MA,2020-07-19,active,AM-016
C00692,Customer-00692,Startup,Retail,CO,2021-08-20,active,AM-017
C00693,Customer-00693,Enterprise,Technology,NC,2022-09-21,active,AM-018
C00694,Customer-00694,Mid-Market,Logistics,GA,2023-10-22,active,AM-019
C00695,Customer-00695,SMB,Energy,AZ,2024-11-23,active,AM-020
C00696,Customer-00696,Startup,Education,VA,2025-12-24,active,AM-021
C00697,Customer-00697,Enterprise,Manufacturing,CA,2020-01-25,active,AM-022
C00698,Customer-00698,Mid-Market,Healthcare,TX,2021-02-26,active,AM-023
C00699,Customer-00699,SMB,Finance,NY,2022-03-27,active,AM-024
C00700,Customer-00700,Startup,Retail,FL,2023-04-28,active,AM-025
C00701,Customer-00701,Enterprise,Technology,IL,2024-05-01,active,AM-026
C00702,Customer-00702,Mid-Market,Logistics,WA,2025-06-02,active,AM-027
C00703,Customer-00703,SMB,Energy,MA,2020-07-03,churned,AM-028
C00704,Customer-00704,Startup,Education,CO,2021-08-04,active,AM-029
C00705,Customer-00705,Enterprise,Manufacturing,NC,2022-09-05,active,AM-030
C00706,Customer-00706,Mid-Market,Healthcare,GA,2023-10-06,active,AM-031
C00707,Customer-00707,SMB,Finance,AZ,2024-11-07,active,AM-032
C00708,Customer-00708,Startup,Retail,VA,2025-12-08,active,AM-033
C00709,Customer-00709,Enterprise,Technology,CA,2020-01-09,active,AM-034
C00710,Customer-00710,Mid-Market,Logistics,TX,2021-02-10,active,AM-035
C00711,Customer-00711,SMB,Energy,NY,2022-03-11,active,AM-036
C00712,Customer-00712,Startup,Education,FL,2023-04-12,active,AM-037
C00713,Customer-00713,Enterprise,Manufacturing,IL,2024-05-13,active,AM-038
C00714,Customer-00714,Mid-Market,Healthcare,WA,2025-06-14,active,AM-039
C00715,Customer-00715,SMB,Finance,MA,2020-07-15,active,AM-040
C00716,Customer-00716,Startup,Retail,CO,2021-08-16,active,AM-041
C00717,Customer-00717,Enterprise,Technology,NC,2022-09-17,active,AM-042
C00718,Customer-00718,Mid-Market,Logistics,GA,2023-10-18,active,AM-043
C00719,Customer-00719,SMB,Energy,AZ,2024-11-19,active,AM-044
C00720,Customer-00720,Startup,Education,VA,2025-12-20,active,AM-045
C00721,Customer-00721,Enterprise,Manufacturing,CA,2020-01-21,active,AM-046
C00722,Customer-00722,Mid-Market,Healthcare,TX,2021-02-22,churned,AM-047
C00723,Customer-00723,SMB,Finance,NY,2022-03-23,active,AM-048
C00724,Customer-00724,Startup,Retail,FL,2023-04-24,active,AM-049
C00725,Customer-00725,Enterprise,Technology,IL,2024-05-25,active,AM-050
C00726,Customer-00726,Mid-Market,Logistics,WA,2025-06-26,active,AM-051
C00727,Customer-00727,SMB,Energy,MA,2020-07-27,active,AM-052
C00728,Customer-00728,Startup,Education,CO,2021-08-28,active,AM-053
C00729,Customer-00729,Enterprise,Manufacturing,NC,2022-09-01,active,AM-054
C00730,Customer-00730,Mid-Market,Healthcare,GA,2023-10-02,active,AM-055
C00731,Customer-00731,SMB,Finance,AZ,2024-11-03,active,AM-056
C00732,Customer-00732,Startup,Retail,VA,2025-12-04,active,AM-057
C00733,Customer-00733,Enterprise,Technology,CA,2020-01-05,active,AM-058
