sale_id,sale_date,customer_id,product_id,sales_channel,region,quantity,unit_price,discount_pct,gross_sales,net_sales,cost,profit,promo_code,payment_method,is_returned
S002384,2025-07-26,C02384,P0288,InsideSales,South,15,24.35,0.09,365.29,332.41,247.65,84.76,PROMO-D,Invoice,false
S002385,2025-07-27,C02385,P0295,Online,West,1,448.14,0.12,448.14,394.36,224.79,169.58,,Card,false
S002386,2025-07-28,C02386,P0302,Partner,East,2,45.31,0.15,90.62,77.03,45.83,31.20,PROMO-B,ACH,false
S002387,2025-07-01,C02387,P0309,Direct,Central,3,450.00,0.18,1350.00,1107.00,686.34,420.66,PROMO-C,Wire,false
S002388,2025-07-02,C02388,P0316,InsideSales,South,4,46.18,0.00,184.73,184.73,119.15,65.58,PROMO-D,Invoice,false
S002389,2025-07-03,C02389,P0323,Online,West,5,485.04,0.03,2425.20,2352.44,1576.14,776.31,PROMO-A,Card,false
S002390,2025-07-04,C02390,P0330,Partner,East,6,204.37,0.06,1226.22,1152.65,801.09,351.56,,ACH,false
S002391,2025-07-05,C02391,P0337,Direct,Central,7,630.50,0.09,4413.50,4016.29,2891.73,1124.56,PROMO-C,Wire,false
S002392,2025-07-06,C02392,P0344,InsideSales,South,8,15.27,0.12,122.14,107.48,80.07,27.41,PROMO-D,Invoice,false
S002393,2025-07-07,C02393,P0351,Online,West,9,120.00,0.15,1080.00,918.00,523.26,394.74,PROMO-A,Card,false
S002394,2025-07-08,C02394,P0358,Partner,East,10,205.03,0.18,2050.30,1681.25,1000.34,680.90,PROMO-B,ACH,false
S002395,2025-07-09,C02395,P0365,Direct,Central,11,329.00,0.00,3619.00,3619.00,2243.78,1375.22,,Wire,false
S002396,2025-07-10,C02396,P0372,InsideSales,South,12,33.90,0.03,406.83,394.63,254.53,140.09,PROMO-D,Invoice,false
S002397,2025-07-11,C02397,P0379,Online,West,13,168.78,0.06,2194.14,2062.49,1381.87,680.62,PROMO-A,Card,false
S002398,2025-07-12,C02398,P0386,Partner,East,14,187.15,0.09,2620.10,2384.29,1657.08,727.21,PROMO-B,ACH,false
S002399,2025-07-13,C02399,P0393,Direct,Central,15,550.00,0.12,8250.00,7260.00,5227.20,2032.80,PROMO-C,Wire,false
S002400,2025-07-14,C02400,P0400,InsideSales,South,1,56.33,0.15,56.33,47.88,35.67,12.21,,Invoice,false
S002401,2025-08-15,C02401,P0007,Online,West,2,214.32,0.18,428.64,351.48,200.35,151.14,PROMO-A,Card,false
S002402,2025-08-16,C02402,P0014,Partner,East,3,112.69,0.00,338.07,338.07,201.15,136.92,PROMO-B,ACH,false
S002403,2025-08-17,C02403,P0021,Direct,Central,4,242.50,0.03,970.00,940.90,583.36,357.54,PROMO-C,Wire,false
S002404,2025-08-18,C02404,P0028,InsideSales,South,5,25.12,0.06,125.59,118.05,76.14,41.91,PROMO-D,Invoice,false
S002405,2025-08-19,C02405,P0035,Online,West,6,282.00,0.09,1692.00,1539.72,1031.61,508.11,,Card,false
S002406,2025-08-20,C02406,P0042,Partner,East,7,107.59,0.12,753.13,662.75,460.61,202.14,PROMO-B,ACH,false
S002407,2025-08-21,C02407,P0049,Direct,Central,8,423.00,0.15,3384.00,2876.40,2071.01,805.39,PROMO-C,Wire,false
S002408,2025-08-22,C02408,P0056,InsideSales,South,9,43.45,0.18,391.07,320.68,238.91,81.77,PROMO-D,Invoice,false
S002409,2025-08-23,C02409,P0063,Online,West,10,325.92,0.00,3259.20,3259.20,1857.74,1401.46,PROMO-A,Card,false
S002410,2025-08-24,C02410,P0070,Partner,East,11,92.59,0.03,1018.49,987.94,587.82,400.11,,ACH,false
S002411,2025-08-25,C02411,P0077,Direct,Central,12,650.00,0.06,7800.00,7332.00,4545.84,2786.16,PROMO-C,Wire,false
S002412,2025-08-26,C02412,P0084,InsideSales,South,13,15.73,0.09,204.52,186.12,120.04,66.07,PROMO-D,Invoice,false
S002413,2025-08-27,C02413,P0091,Online,West,14,366.60,0.12,5132.40,4516.51,3026.06,1490.45,PROMO-A,Card,false
S002414,2025-08-28,C02414,P0098,Partner,East,15,78.31,0.15,1174.65,998.45,693.92,304.53,PROMO-B,ACH,false
S002415,2025-08-01,C02415,P0105,Direct,Central,1,339.50,0.18,339.50,278.39,200.44,77.95,,Wire,false
S002416,2025-08-02,C02416,P0112,InsideSales,South,2,34.97,0.00,69.94,69.94,52.10,17.83,PROMO-D,Invoice,false
S002417,2025-08-03,C02417,P0119,Online,West,3,444.00,0.03,1332.00,1292.04,736.46,555.58,PROMO-A,Card,false
S002418,2025-08-04,C02418,P0126,Partner,East,4,71.05,0.06,284.20,267.15,158.95,108.19,PROMO-B,ACH,false
S002419,2025-08-05,C02419,P0133,Direct,Central,5,517.00,0.09,2585.00,2352.35,1458.46,893.89,PROMO-C,Wire,true
S002420,2025-08-06,C02420,P0140,InsideSales,South,6,53.00,0.12,318.01,279.85,180.51,99.35,,Invoice,false
S002421,2025-08-07,C02421,P0147,Online,West,7,483.06,0.15,3381.42,2874.21,1925.72,948.49,PROMO-A,Card,false
S002422,2025-08-08,C02422,P0154,Partner,East,8,57.13,0.18,457.04,374.77,260.47,114.31,PROMO-B,ACH,false
S002423,2025-08-09,C02423,P0161,Direct,Central,9,250.00,0.00,2250.00,2250.00,1620.00,630.00,PROMO-C,Wire,false
S002424,2025-08-10,C02424,P0168,InsideSales,South,10,25.88,0.03,258.82,251.06,187.04,64.02,PROMO-D,Invoice,false
S002425,2025-08-11,C99999,P0175,Online,West,11,518.88,0.06,5707.68,5365.22,3058.17,2307.04,,Card,false
S002426,2025-08-12,C02426,P0182,Partner,East,12,43.93,0.09,527.16,479.72,285.43,194.28,PROMO-B,ACH,false
S002427,2025-08-13,C02427,P0189,Direct,Central,13,436.50,0.12,5674.50,4993.56,3096.01,1897.55,PROMO-C,Wire,false
S002428,2025-08-14,C02428,P0196,InsideSales,South,14,44.82,0.15,627.45,533.33,344.00,189.33,PROMO-D,Invoice,false
S002429,2025-08-15,C02429,P0203,Online,West,15,156.00,0.18,2340.00,1918.80,1285.60,633.20,PROMO-A,Card,false
S002430,2025-08-16,C02430,P0210,Partner,East,1,217.21,0.00,217.21,217.21,150.96,66.25,,ACH,false
S002431,2025-09-17,C02431,P0217,Direct,Central,2,611.00,0.03,1222.00,1185.34,853.44,331.90,PROMO-C,Wire,false
S002432,2025-09-18,C02432,P0224,InsideSales,South,3,14.80,0.06,44.41,41.74,31.10,10.64,PROMO-D,Invoice,false
S002433,2025-09-19,C02433,P0231,Online,West,4,203.70,0.09,814.80,741.47,422.64,318.83,PROMO-A,Card,false
S002434,2025-09-20,C02434,P0238,Partner,East,5,198.97,0.12,994.85,875.47,520.90,354.56,PROMO-B,ACH,false
S002435,2025-09-21,C02435,P0245,Direct,Central,6,350.00,0.15,2100.00,1785.00,1106.70,678.30,,Wire,false
S002436,2025-09-22,C02436,P0252,InsideSales,South,7,36.03,0.18,252.23,206.83,133.40,73.42,PROMO-D,Invoice,false
S002437,2025-09-23,C02437,P0259,Online,West,8,248.16,0.00,1985.28,1985.28,1330.14,655.14,PROMO-A,Card,false
S002438,2025-09-24,C02438,P0266,Partner,East,9,181.45,0.03,1633.05,1584.06,1100.92,483.14,PROMO-B,ACH,false
S002439,2025-09-25,C02439,P0273,Direct,Central,10,533.50,0.06,5335.00,5014.90,3610.73,1404.17,PROMO-C,Wire,false
S002440,2025-09-26,C02440,P0280,InsideSales,South,11,54.67,0.09,601.34,547.22,407.68,139.54,,Invoice,false
S002441,2025-09-27,C02441,P0287,Online,West,12,318.00,0.12,3816.00,3358.08,1914.11,1443.97,PROMO-A,Card,false
S002442,2025-09-28,C02442,P0294,Partner,East,13,180.67,0.15,2348.71,1996.40,1187.86,808.54,PROMO-B,ACH,false
S002443,2025-09-01,C02443,P0301,Direct,Central,14,235.00,0.18,3290.00,2697.80,1672.64,1025.16,PROMO-C,Wire,false
S002444,2025-09-02,C02444,P0308,InsideSales,South,15,24.35,0.00,365.29,365.29,235.61,129.68,PROMO-D,Invoice,false
S002445,2025-09-03,C02445,P0315,Online,West,1,360.84,0.03,360.84,350.01,234.51,115.50,,Card,false
S002446,2025-09-04,C02446,P0322,Partner,East,2,163.51,0.06,327.02,307.40,213.64,93.76,PROMO-B,ACH,false
S002447,2025-09-05,C02447,P0329,Direct,Central,3,450.00,0.09,1350.00,1228.50,884.52,343.98,PROMO-C,Wire,false
S002448,2025-09-06,C02448,P0336,InsideSales,South,4,46.18,0.12,184.73,162.56,121.11,41.45,PROMO-D,Invoice,false
S002449,2025-09-07,C02449,P0343,Online,West,5,400.44,0.15,2002.20,1701.87,970.07,731.80,PROMO-A,Card,false
S002450,2025-09-08,C02450,P0350,Partner,East,6,147.07,0.18,882.42,723.58,430.53,293.05,,ACH,false
S002451,2025-09-09,C02451,P0357,Direct,Central,7,630.50,0.00,4413.50,4413.50,2736.37,1677.13,PROMO-C,Wire,false
S002452,2025-09-10,C02452,P0364,InsideSales,South,8,15.27,0.03,122.14,118.48,76.42,42.06,PROMO-D,Invoice,false
S002453,2025-09-11,C02453,P0371,Online,West,9,480.00,0.06,4320.00,4060.80,2720.74,1340.06,PROMO-A,Card,false
S002454,2025-09-12,C02454,P0378,Partner,East,10,144.13,0.09,1441.30,1311.58,911.55,400.03,PROMO-B,ACH,false
S002455,2025-09-13,C02455,P0385,Direct,Central,11,329.00,0.12,3619.00,3184.72,2293.00,891.72,,Wire,false
S002456,2025-09-14,C02456,P0392,InsideSales,South,12,33.90,0.15,406.83,345.81,257.63,88.18,PROMO-D,Invoice,false
S002457,2025-09-15,C02457,P0399,Online,West,13,517.98,0.18,6733.74,5521.67,3147.35,2374.32,PROMO-A,Card,false
S002458,2025-09-16,C02458,P0006,Partner,East,14,68.95,0.00,965.30,965.30,574.35,390.95,PROMO-B,ACH,false
S002459,2025-09-17,C02459,P0013,Direct,Central,15,550.00,0.03,8250.00,8002.50,4961.55,3040.95,PROMO-C,Wire,false
S002460,2025-09-18,C02460,P0020,InsideSales,South,1,56.33,0.06,56.33,52.95,34.15,18.80,,Invoice,true
S002461,2025-10-19,C02461,P0027,Online,West,2,129.72,0.09,259.44,236.09,158.18,77.91,PROMO-A,Card,false
S002462,2025-10-20,C02462,P0034,Partner,East,3,55.39,0.12,166.17,146.23,101.63,44.60,PROMO-B,ACH,false
S002463,2025-10-21,C02463,P0041,Direct,Central,4,242.50,0.15,970.00,824.50,593.64,230.86,PROMO-C,Wire,false
S002464,2025-10-22,C02464,P0048,InsideSales,South,5,25.12,0.18,125.59,102.98,76.72,26.26,PROMO-D,Invoice,false
S002465,2025-10-23,C02465,P0055,Online,West,6,192.00,0.00,1152.00,1152.00,656.64,495.36,,Card,false
S002466,2025-10-24,C02466,P0062,Partner,East,7,46.69,0.03,326.83,317.03,188.63,128.40,PROMO-B,ACH,false
S002467,2025-10-25,C02467,P0069,Direct,Central,8,423.00,0.06,3384.00,3180.96,1972.20,1208.76,PROMO-C,Wire,false
S002468,2025-10-26,C02468,P0076,InsideSales,South,9,43.45,0.09,391.07,355.88,229.54,126.34,PROMO-D,Invoice,false
S002469,2025-10-27,C02469,P0083,Online,West,10,238.62,0.12,2386.20,2099.86,1406.90,692.95,PROMO-A,Card,false
S002470,2025-10-28,C02470,P0090,Partner,East,11,210.79,0.15,2318.69,1970.89,1369.77,601.12,,ACH,false
S002471,2025-10-01,C02471,P0097,Direct,Central,12,650.00,0.18,7800.00,6396.00,4605.12,1790.88,PROMO-C,Wire,false
S002472,2025-10-02,C02472,P0104,InsideSales,South,13,15.73,0.00,204.52,204.52,152.37,52.15,PROMO-D,Invoice,false
S002473,2025-10-03,C02473,P0111,Online,West,14,282.00,0.03,3948.00,3829.56,2182.85,1646.71,PROMO-A,Card,false
S002474,2025-10-04,C02474,P0118,Partner,East,15,192.91,0.06,2893.65,2720.03,1618.42,1101.61,PROMO-B,ACH,false
S002475,2025-10-05,C02475,P0125,Direct,Central,1,339.50,0.09,339.50,308.94,191.55,117.40,,Wire,false
S002476,2025-10-06,C02476,P0132,InsideSales,South,2,34.97,0.12,69.94,61.54,39.70,21.85,PROMO-D,Invoice,false
S002477,2025-10-07,C02477,P0139,Online,West,3,354.00,0.15,1062.00,902.70,604.81,297.89,PROMO-A,Card,false
S002478,2025-10-08,C02478,P0146,Partner,East,4,192.85,0.18,771.40,632.55,439.62,192.93,PROMO-B,ACH,false
S002479,2025-10-09,C02479,P0153,Direct,Central,5,517.00,0.00,2585.00,2585.00,1861.20,723.80,PROMO-C,Wire,false
S002480,2025-10-10,C02480,P0160,InsideSales,South,6,53.00,0.03,318.01,308.47,229.81,78.66,,Invoice,false
S002481,2025-10-11,C02481,P0167,Online,West,7,395.76,0.06,2770.32,2604.10,1484.34,1119.76,PROMO-A,Card,false
S002482,2025-10-12,C02482,P0174,Partner,East,8,175.33,0.09,1402.64,1276.40,759.46,516.94,PROMO-B,ACH,false
S002483,2025-10-13,C02483,P0181,Direct,Central,9,250.00,0.12,2250.00,1980.00,1227.60,752.40,PROMO-C,Wire,false
S002484,2025-10-14,C02484,P0188,InsideSales,South,10,25.88,0.15,258.82,220.00,141.90,78.10,PROMO-D,Invoice,false
S002485,2025-10-15,C02485,P0195,Online,West,11,434.28,0.18,4777.08,3917.21,2624.53,1292.68,,Card,false
S002486,2025-10-16,C02486,P0202,Partner,East,12,158.53,0.00,1902.36,1902.36,1322.14,580.22,PROMO-B,ACH,false
S002487,2025-10-17,C02487,P0209,Direct,Central,13,436.50,0.03,5674.50,5504.26,3963.07,1541.19,PROMO-C,Wire,false
S002488,2025-10-18,C02488,P0216,InsideSales,South,14,44.82,0.06,627.45,589.80,439.40,150.40,PROMO-D,Invoice,false
S002489,2025-10-19,C02489,P9999,Online,West,15,199.00,0.09,2985.00,2716.35,1548.32,1168.03,PROMO-A,Card,false
S002490,2025-10-20,C02490,P0230,Partner,East,1,156.31,0.12,156.31,137.55,81.84,55.71,,ACH,false
S002491,2025-11-21,C02491,P0237,Direct,Central,2,611.00,0.15,1222.00,1038.70,643.99,394.71,PROMO-C,Wire,false
S002492,2025-11-22,C02492,P0244,InsideSales,South,3,14.80,0.18,44.41,36.41,23.49,12.93,PROMO-D,Invoice,false
S002493,2025-11-23,C02493,P0251,Online,West,4,116.40,0.00,465.60,465.60,311.95,153.65,PROMO-A,Card,false
S002494,2025-11-24,C02494,P0258,Partner,East,5,139.87,0.03,699.35,678.37,471.47,206.90,PROMO-B,ACH,false
S002495,2025-11-25,C02495,P0265,Direct,Central,6,350.00,0.06,2100.00,1974.00,1421.28,552.72,,Wire,false
S002496,2025-11-26,C02496,P0272,InsideSales,South,7,36.03,0.09,252.23,229.53,171.00,58.53,PROMO-D,Invoice,false
S002497,2025-11-27,C02497,P0279,Online,West,8,163.56,0.12,1308.48,1151.46,656.33,495.13,PROMO-A,Card,false
S002498,2025-11-28,C02498,P0286,Partner,East,9,124.15,0.15,1117.35,949.75,565.10,384.65,PROMO-B,ACH,false
S002499,2025-11-01,C02499,P0293,Direct,Central,10,533.50,0.18,5335.00,4374.70,2712.31,1662.39,PROMO-C,Wire,false
S002500,2025-11-02,C02500,P0300,InsideSales,South,11,54.67,0.00,601.34,601.34,387.87,213.48,,Invoice,false
S002501,2025-11-03,C00001,P0307,Online,West,12,228.00,0.03,2736.00,2653.92,1778.13,875.79,PROMO-A,Card,true
S002502,2025-11-04,C00002,P0314,Partner,East,13,119.77,0.06,1557.01,1463.59,1017.19,446.39,PROMO-B,ACH,false
S002503,2025-11-05,C00003,P0321,Direct,Central,14,235.00,0.09,3290.00,2993.90,2155.61,838.29,PROMO-C,Wire,false
S002504,2025-11-06,C00004,P0328,InsideSales,South,15,24.35,0.12,365.29,321.45,239.48,81.97,PROMO-D,Invoice,false
S002505,2025-11-07,C00005,P0335,Online,West,1,273.54,0.15,273.54,232.51,132.53,99.98,,Card,false
S002506,2025-11-08,C00006,P0342,Partner,East,2,104.41,0.18,208.82,171.23,101.88,69.35,PROMO-B,ACH,false
S002507,2025-11-09,C00007,P0349,Direct,Central,3,450.00,0.00,1350.00,1350.00,837.00,513.00,PROMO-C,Wire,false
S002508,2025-11-10,C00008,P0356,InsideSales,South,4,46.18,0.03,184.73,179.19,115.58,63.61,PROMO-D,Invoice,false
S002509,2025-11-11,C00009,P0363,Online,West,5,315.84,0.06,1579.20,1484.45,994.58,489.87,PROMO-A,Card,false
S002510,2025-11-12,C00010,P0370,Partner,East,6,89.77,0.09,538.62,490.14,340.65,149.49,,ACH,false
S002511,2025-11-13,C00011,P0377,Direct,Central,7,630.50,0.12,4413.50,3883.88,2796.39,1087.49,PROMO-C,Wire,false
S002512,2025-11-14,C00012,P0384,InsideSales,South,8,15.27,0.15,122.14,103.82,77.35,26.47,PROMO-D,Invoice,false
S002513,2025-11-15,C00013,P0391,Online,West,9,390.00,0.18,3510.00,2878.20,1640.57,1237.63,PROMO-A,Card,false
S002514,2025-11-16,C00014,P0398,Partner,East,10,83.23,0.00,832.30,832.30,495.22,337.08,PROMO-B,ACH,false
S002515,2025-11-17,C00015,P0005,Direct,Central,11,329.00,0.03,3619.00,3510.43,2176.47,1333.96,,Wire,false
S002516,2025-11-18,C00016,P0012,InsideSales,South,12,33.90,0.06,406.83,382.42,246.66,135.76,PROMO-D,Invoice,false
S002517,2025-11-19,C00017,P0019,Online,West,13,430.68,0.09,5598.84,5094.94,3413.61,1681.33,PROMO-A,Card,false
S002518,2025-11-20,C00018,P0026,Partner,East,14,187.15,0.12,2620.10,2305.69,1602.45,703.23,PROMO-B,ACH,false
S002519,2025-11-21,C00019,P0033,Direct,Central,15,550.00,0.15,8250.00,7012.50,5049.00,1963.50,PROMO-C,Wire,false
S002520,2025-11-22,C00020,P0040,InsideSales,South,1,56.33,0.18,56.33,46.19,34.41,11.78,,Invoice,false
S002521,2025-12-23,C00021,P0047,Online,West,2,468.12,0.00,936.24,936.24,533.66,402.58,PROMO-A,Card,false
S002522,2025-12-24,C99999,P0054,Partner,East,3,169.99,0.03,509.97,494.67,294.33,200.34,PROMO-B,ACH,false
S002523,2025-12-25,C00023,P0061,Direct,Central,4,242.50,0.06,970.00,911.80,565.32,346.48,PROMO-C,Wire,false
S002524,2025-12-26,C00024,P0068,InsideSales,South,5,25.12,0.09,125.59,114.28,73.71,40.57,PROMO-D,Invoice,false
S002525,2025-12-27,C00025,P0075,Online,West,6,552.00,0.12,3312.00,2914.56,1952.76,961.80,,Card,false
S002526,2025-12-28,C00026,P0082,Partner,East,7,168.49,0.15,1179.43,1002.52,696.75,305.77,PROMO-B,ACH,false
S002527,2025-12-01,C00027,P0089,Direct,Central,8,423.00,0.18,3384.00,2774.88,1997.91,776.97,PROMO-C,Wire,false
S002528,2025-12-02,C00028,P0096,InsideSales,South,9,43.45,0.00,391.07,391.07,291.35,99.72,PROMO-D,Invoice,false
S002529,2025-12-03,C00029,P0103,Online,West,10,151.32,0.03,1513.20,1467.80,836.65,631.16,PROMO-A,Card,false
S002530,2025-12-04,C00030,P0110,Partner,East,11,151.69,0.06,1668.59,1568.47,933.24,635.23,,ACH,false
S002531,2025-12-05,C00031,P0117,Direct,Central,12,650.00,0.09,7800.00,7098.00,4400.76,2697.24,PROMO-C,Wire,false
S002532,2025-12-06,C00032,P0124,InsideSales,South,13,15.73,0.12,204.52,179.98,116.09,63.89,PROMO-D,Invoice,false
S002533,2025-12-07,C00033,P0131,Online,West,14,197.40,0.15,2763.60,2349.06,1573.87,775.19,PROMO-A,Card,false
S002534,2025-12-08,C00034,P0138,Partner,East,15,135.61,0.18,2034.15,1668.00,1159.26,508.74,PROMO-B,ACH,false
S002535,2025-12-09,C00035,P0145,Direct,Central,1,339.50,0.00,339.50,339.50,244.44,95.06,,Wire,false
S002536,2025-12-10,C00036,P0152,InsideSales,South,2,34.97,0.03,69.94,67.84,50.54,17.30,PROMO-D,Invoice,false
S002537,2025-12-11,C00037,P0159,Online,West,3,264.00,0.06,792.00,744.48,424.35,320.13,PROMO-A,Card,false
S002538,2025-12-12,C00038,P0166,Partner,East,4,131.95,0.09,527.80,480.30,285.78,194.52,PROMO-B,ACH,false
S002539,2025-12-13,C00039,P0173,Direct,Central,5,517.00,0.12,2585.00,2274.80,1410.38,864.42,PROMO-C,Wire,false
S002540,2025-12-14,C00040,P0180,InsideSales,South,6,53.00,0.15,318.01,270.31,174.35,95.96,,Invoice,false
S002541,2025-12-15,C00041,P0187,Online,West,7,308.46,0.18,2159.22,1770.56,1186.28,584.28,PROMO-A,Card,false
S002542,2025-12-16,C00042,P0194,Partner,East,8,116.23,0.00,929.84,929.84,646.24,283.60,PROMO-B,ACH,true
S002543,2025-12-17,C00043,P0201,Direct,Central,9,250.00,0.03,2250.00,2182.50,1571.40,611.10,PROMO-C,Wire,false
S002544,2025-12-18,C00044,P0208,InsideSales,South,10,25.88,0.06,258.82,243.30,181.26,62.04,PROMO-D,Invoice,false
S002545,2025-12-19,C00045,P0215,Online,West,11,349.68,0.09,3846.48,3500.30,1995.17,1505.13,,Card,false
S002546,2025-12-20,C00046,P0222,Partner,East,12,101.23,0.12,1214.76,1068.99,636.05,432.94,PROMO-B,ACH,false
S002547,2025-12-21,C00047,P0229,Direct,Central,13,436.50,0.15,5674.50,4823.32,2990.46,1832.86,PROMO-C,Wire,false
S002548,2025-12-22,C00048,P0236,InsideSales,South,14,44.82,0.18,627.45,514.50,331.86,182.65,PROMO-D,Invoice,false
S002549,2025-12-23,C00049,P0243,Online,West,15,426.00,0.00,6390.00,6390.00,4281.30,2108.70,PROMO-A,Card,false
S002550,2025-12-24,C00050,P0250,Partner,East,1,95.41,0.03,95.41,92.55,64.32,28.23,,ACH,false
S002551,2025-12-25,C00051,P0257,Direct,Central,2,611.00,0.06,1222.00,1148.68,827.05,321.63,PROMO-C,Wire,false
S002552,2025-12-26,C00052,P0264,InsideSales,South,3,14.80,0.09,44.41,40.41,30.11,10.30,PROMO-D,Invoice,false
S002553,2025-12-27,C00053,P0271,Online,West,4,465.60,0.12,1862.40,1638.91,934.18,704.73,PROMO-A,Card,false
S002554,2025-12-28,C00054,P0278,Partner,East,5,80.77,0.15,403.85,343.27,204.25,139.03,PROMO-B,ACH,false
S002555,2025-12-01,C00055,P0285,Direct,Central,6,350.00,0.18,2100.00,1722.00,1067.64,654.36,,Wire,false
S002556,2025-01-01,C00056,P0292,InsideSales,South,7,36.03,0.00,252.23,252.23,162.69,89.54,PROMO-D,Invoice,false
S002557,2025-01-02,C00057,P0299,Online,West,8,501.96,0.03,4015.68,3895.21,2609.79,1285.42,PROMO-A,Card,false
S002558,2025-01-03,C00058,P0306,Partner,East,9,66.85,0.06,601.65,565.55,393.06,172.49,PROMO-B,ACH,false
S002559,2025-01-04,C00059,P0313,Direct,Central,10,533.50,0.09,5335.00,4854.85,3495.49,1359.36,PROMO-C,Wire,false
S002560,2025-01-05,C00060,P0320,InsideSales,South,11,54.67,0.12,601.34,529.18,394.24,134.94,,Invoice,false
S002561,2025-01-06,C00061,P0327,Online,West,12,138.00,0.15,1656.00,1407.60,802.33,605.27,PROMO-A,Card,false
S002562,2025-01-07,C00062,P0334,Partner,East,13,58.87,0.18,765.31,627.55,373.39,254.16,PROMO-B,ACH,false
S002563,2025-01-08,C00063,P0341,Direct,Central,14,235.00,0.00,3290.00,3290.00,2039.80,1250.20,PROMO-C,Wire,false
S002564,2025-01-09,C00064,P0348,InsideSales,South,15,24.35,0.03,365.29,354.33,228.54,125.79,PROMO-D,Invoice,false
S002565,2025-01-10,C00065,P0355,Online,West,1,186.24,0.06,186.24,175.07,117.29,57.77,,Card,false
S002566,2025-01-11,C00066,P0362,Partner,East,2,45.31,0.09,90.62,82.46,57.31,25.15,PROMO-B,ACH,false
S002567,2025-01-12,C00067,P0369,Direct,Central,3,450.00,0.12,1350.00,1188.00,855.36,332.64,PROMO-C,Wire,false
S002568,2025-01-13,C00068,P0376,InsideSales,South,4,46.18,0.15,184.73,157.02,116.98,40.04,PROMO-D,Invoice,false
S002569,2025-01-14,C00069,P0383,Online,West,5,231.24,0.18,1156.20,948.08,540.41,407.68,PROMO-A,Card,false
S002570,2025-01-15,C00070,P0390,Partner,East,6,204.37,0.00,1226.22,1226.22,729.60,496.62,,ACH,false
S002571,2025-01-16,C00071,P0397,Direct,Central,7,630.50,0.03,4413.50,4281.10,2654.28,1626.82,PROMO-C,Wire,false
S002572,2025-01-17,C00072,P0004,InsideSales,South,8,15.27,0.06,122.14,114.81,74.05,40.76,PROMO-D,Invoice,false
S002573,2025-01-18,C00073,P0011,Online,West,9,300.00,0.09,2700.00,2457.00,1646.19,810.81,PROMO-A,Card,false
S002574,2025-01-19,C00074,P0018,Partner,East,10,144.13,0.12,1441.30,1268.34,881.50,386.84,PROMO-B,ACH,false
S002575,2025-01-20,C00075,P0025,Direct,Central,11,329.00,0.15,3619.00,3076.15,2214.83,861.32,,Wire,false
S002576,2025-01-21,C00076,P0032,InsideSales,South,12,33.90,0.18,406.83,333.60,248.53,85.07,PROMO-D,Invoice,false
S002577,2025-01-22,C00077,P0039,Online,West,13,343.38,0.00,4463.94,4463.94,2544.45,1919.49,PROMO-A,Card,false
S002578,2025-01-23,C00078,P0046,Partner,East,14,128.05,0.03,1792.70,1738.92,1034.66,704.26,PROMO-B,ACH,false
S002579,2025-01-24,C00079,P0053,Direct,Central,15,550.00,0.06,8250.00,7755.00,4808.10,2946.90,PROMO-C,Wire,false
S002580,2025-01-25,C00080,P0060,InsideSales,South,1,56.33,0.09,56.33,51.26,33.06,18.20,,Invoice,false
S002581,2025-01-26,C00081,P0067,Online,West,2,383.52,0.12,767.04,675.00,452.25,222.75,PROMO-A,Card,false
S002582,2025-01-27,C00082,P0074,Partner,East,3,112.69,0.15,338.07,287.36,199.71,87.64,PROMO-B,ACH,false
S002583,2025-01-28,C00083,P0081,Direct,Central,4,242.50,0.18,970.00,795.40,572.69,222.71,PROMO-C,Wire,true
S002584,2025-01-01,C00084,P0088,InsideSales,South,5,25.12,0.00,125.59,125.59,93.56,32.02,PROMO-D,Invoice,false
S002585,2025-01-02,C00085,P0095,Online,West,6,462.00,0.03,2772.00,2688.84,1532.64,1156.20,,Card,false
S002586,2025-02-03,C00086,P0102,Partner,East,7,107.59,0.06,753.13,707.94,421.23,286.72,PROMO-B,ACH,false
S002587,2025-02-04,C00087,P0109,Direct,Central,8,423.00,0.09,3384.00,3079.44,1909.25,1170.19,PROMO-C,Wire,false
S002588,2025-02-05,C00088,P0116,InsideSales,South,9,43.45,0.12,391.07,344.14,221.97,122.17,PROMO-D,Invoice,false
S002589,2025-02-06,C00089,P0123,Online,West,10,500.52,0.15,5005.20,4254.42,2850.46,1403.96,PROMO-A,Card,false
S002590,2025-02-07,C00090,P0130,Partner,East,11,92.59,0.18,1018.49,835.16,580.44,254.72,,ACH,false
S002591,2025-02-08,C00091,P0137,Direct,Central,12,650.00,0.00,7800.00,7800.00,5616.00,2184.00,PROMO-C,Wire,false
S002592,2025-02-09,C00092,P0144,InsideSales,South,13,15.73,0.03,204.52,198.39,147.80,50.59,PROMO-D,Invoice,false
S002593,2025-02-10,C00093,P0151,Online,West,14,112.80,0.06,1579.20,1484.45,846.14,638.31,PROMO-A,Card,false
S002594,2025-02-11,C00094,P0158,Partner,East,15,78.31,0.09,1174.65,1068.93,636.01,432.92,PROMO-B,ACH,false
S002595,2025-02-12,C00095,P0165,Direct,Central,1,339.50,0.12,339.50,298.76,185.23,113.53,,Wire,false
S002596,2025-02-13,C00096,P0172,InsideSales,South,2,34.97,0.15,69.94,59.44,38.34,21.10,PROMO-D,Invoice,false
S002597,2025-02-14,C00097,P0179,Online,West,3,174.00,0.18,522.00,428.04,286.79,141.25,PROMO-A,Card,false
